,Assay,Sample,Ct,treatment,time,cell_line,replicate
162,TIMP3,TGFb_72_F_4,22.2445,TGFb,72,F,4
163,PPP3CA,TGFb_72_F_4,24.79889,TGFb,72,F,4
164,CDKN2B,TGFb_72_F_4,26.54007,TGFb,72,F,4
165,COL1A2,TGFb_72_F_4,18.61721,TGFb,72,F,4
166,COL4A1,TGFb_72_F_4,22.73769,TGFb,72,F,4
167,MMP1,TGFb_72_F_4,29.50089,TGFb,72,F,4
168,MMP14,TGFb_72_F_4,24.00969,TGFb,72,F,4
169,NOX4,TGFb_72_F_4,24.29648,TGFb,72,F,4
170,PMEPA1,TGFb_72_F_4,24.32278,TGFb,72,F,4
171,TIMP1,TGFb_72_F_4,19.97467,TGFb,72,F,4
172,FGF2,TGFb_72_F_4,24.29968,TGFb,72,F,4
174,GUSB,TGFb_72_F_4,27.36505,TGFb,72,F,4
175,ID1,TGFb_72_F_4,24.51109,TGFb,72,F,4
176,SKI,TGFb_72_F_4,24.39047,TGFb,72,F,4
177,SMAD3,TGFb_72_F_4,26.22806,TGFb,72,F,4
178,SPARC,TGFb_72_F_4,19.5403,TGFb,72,F,4
179,TGFBR1,TGFb_72_F_4,24.00551,TGFb,72,F,4
180,VIM,TGFb_72_F_4,19.79737,TGFb,72,F,4
181,TP53BP1,TGFb_72_F_4,26.26032,TGFb,72,F,4
182,ADAMTS1,TGFb_72_F_4,26.24737,TGFb,72,F,4
183,B2M,TGFb_72_F_4,21.81047,TGFb,72,F,4
184,BHLHE40,TGFb_72_F_4,25.70224,TGFb,72,F,4
185,ITGA1,TGFb_72_F_4,25.22746,TGFb,72,F,4
186,JUN,TGFb_72_F_4,25.19213,TGFb,72,F,4
187,LARP6,TGFb_72_F_4,25.5491,TGFb,72,F,4
188,LOXL2,TGFb_72_F_4,24.10665,TGFb,72,F,4
189,THBS1,TGFb_72_F_4,20.2815,TGFb,72,F,4
190,CTGF,TGFb_72_F_4,19.88977,TGFb,72,F,4
191,EGR2,TGFb_72_F_4,26.0911,TGFb,72,F,4
192,ENG,TGFb_72_F_4,25.03374,TGFb,72,F,4
193,FBLN1,TGFb_72_F_4,19.66919,TGFb,72,F,4
194,PPIA,TGFb_72_F_4,22.9173,TGFb,72,F,4
195,PTEN,TGFb_72_F_4,24.38813,TGFb,72,F,4
196,RARG,TGFb_72_F_4,28.33888,TGFb,72,F,4
197,SERPINE1,TGFb_72_F_4,19.95312,TGFb,72,F,4
198,VCAN,TGFb_72_F_4,24.04937,TGFb,72,F,4
199,CAV1,TGFb_72_F_4,22.67112,TGFb,72,F,4
201,COL1A1,TGFb_72_F_4,17.82476,TGFb,72,F,4
203,LTBP2,TGFb_72_F_4,21.53153,TGFb,72,F,4
204,MMP13,TGFb_72_F_4,28.44025,TGFb,72,F,4
205,MMP2,TGFb_72_F_4,20.77566,TGFb,72,F,4
206,PDGFA,TGFb_72_F_4,28.20736,TGFb,72,F,4
207,THBS2,TGFb_72_F_4,23.04948,TGFb,72,F,4
208,FBN1,TGFb_72_F_4,21.81688,TGFb,72,F,4
209,FN1,TGFb_72_F_4,17.33396,TGFb,72,F,4
210,GADD45B,TGFb_72_F_4,24.20956,TGFb,72,F,4
211,HAS2,TGFb_72_F_4,29.26524,TGFb,72,F,4
212,SERPINE2,TGFb_72_F_4,19.00253,TGFb,72,F,4
213,SKIL,TGFb_72_F_4,25.01108,TGFb,72,F,4
214,SMAD7,TGFb_72_F_4,26.36404,TGFb,72,F,4
215,TGFB1,TGFb_72_F_4,24.86053,TGFb,72,F,4
216,VEGFA,TGFb_72_F_4,25.53543,TGFb,72,F,4
218,ACTA2,Control_2_I_4,26.16819,Control,2,I,4
219,ATP6AP1,Control_2_I_4,25.69651,Control,2,I,4
220,BGN,Control_2_I_4,26.94913,Control,2,I,4
221,IL6,Control_2_I_4,29.90939,Control,2,I,4
222,ITGA2,Control_2_I_4,27.9232,Control,2,I,4
223,JUNB,Control_2_I_4,28.19966,Control,2,I,4
224,LOXL1,Control_2_I_4,24.29223,Control,2,I,4
225,TGFBR2,Control_2_I_4,24.35037,Control,2,I,4
226,COL5A1,Control_2_I_4,27.45512,Control,2,I,4
227,DCN,Control_2_I_4,20.96015,Control,2,I,4
229,ETS1,Control_2_I_4,27.96627,Control,2,I,4
230,CDKN2A,Control_2_I_4,27.15988,Control,2,I,4
231,PSMD14,Control_2_I_4,27.51319,Control,2,I,4
232,RARA,Control_2_I_4,28.59778,Control,2,I,4
233,RHOB,Control_2_I_4,25.93279,Control,2,I,4
234,TIMP3,Control_2_I_4,22.66584,Control,2,I,4
235,PPP3CA,Control_2_I_4,26.23931,Control,2,I,4
236,CDKN2B,Control_2_I_4,29.07335,Control,2,I,4
237,COL1A2,Control_2_I_4,20.78389,Control,2,I,4
238,COL4A1,Control_2_I_4,27.47547,Control,2,I,4
239,MMP1,Control_2_I_4,21.96251,Control,2,I,4
240,MMP14,Control_2_I_4,22.79486,Control,2,I,4
241,NOX4,Control_2_I_4,32.67056,Control,2,I,4
242,PMEPA1,Control_2_I_4,29.74491,Control,2,I,4
243,TIMP1,Control_2_I_4,19.70195,Control,2,I,4
244,FGF2,Control_2_I_4,27.80335,Control,2,I,4
246,GUSB,Control_2_I_4,27.46626,Control,2,I,4
247,ID1,Control_2_I_4,30.01246,Control,2,I,4
248,SKI,Control_2_I_4,25.13119,Control,2,I,4
249,SMAD3,Control_2_I_4,25.82591,Control,2,I,4
250,SPARC,Control_2_I_4,22.97504,Control,2,I,4
251,TGFBR1,Control_2_I_4,26.60954,Control,2,I,4
252,VIM,Control_2_I_4,18.36891,Control,2,I,4
253,TP53BP1,Control_2_I_4,25.87297,Control,2,I,4
254,ADAMTS1,Control_2_I_4,26.28123,Control,2,I,4
255,B2M,Control_2_I_4,20.90493,Control,2,I,4
256,BHLHE40,Control_2_I_4,28.58562,Control,2,I,4
257,ITGA1,Control_2_I_4,28.55228,Control,2,I,4
258,JUN,Control_2_I_4,26.07594,Control,2,I,4
259,LARP6,Control_2_I_4,25.39754,Control,2,I,4
260,LOXL2,Control_2_I_4,27.55538,Control,2,I,4
261,THBS1,Control_2_I_4,24.56373,Control,2,I,4
262,CTGF,Control_2_I_4,27.42517,Control,2,I,4
263,EGR2,Control_2_I_4,NA,Control,2,I,4
264,ENG,Control_2_I_4,25.80731,Control,2,I,4
265,FBLN1,Control_2_I_4,20.60061,Control,2,I,4
266,PPIA,Control_2_I_4,22.88383,Control,2,I,4
267,PTEN,Control_2_I_4,26.33204,Control,2,I,4
268,RARG,Control_2_I_4,25.69863,Control,2,I,4
269,SERPINE1,Control_2_I_4,24.26562,Control,2,I,4
270,VCAN,Control_2_I_4,25.52869,Control,2,I,4
271,CAV1,Control_2_I_4,21.79096,Control,2,I,4
273,COL1A1,Control_2_I_4,22.15851,Control,2,I,4
275,LTBP2,Control_2_I_4,23.30076,Control,2,I,4
276,MMP13,Control_2_I_4,29.89264,Control,2,I,4
277,MMP2,Control_2_I_4,21.22076,Control,2,I,4
278,PDGFA,Control_2_I_4,33.0684,Control,2,I,4
279,THBS2,Control_2_I_4,24.27019,Control,2,I,4
280,FBN1,Control_2_I_4,22.50888,Control,2,I,4
281,FN1,Control_2_I_4,17.52603,Control,2,I,4
282,GADD45B,Control_2_I_4,28.72245,Control,2,I,4
283,HAS2,Control_2_I_4,28.64127,Control,2,I,4
284,SERPINE2,Control_2_I_4,23.49743,Control,2,I,4
285,SKIL,Control_2_I_4,27.83085,Control,2,I,4
286,SMAD7,Control_2_I_4,31.30996,Control,2,I,4
287,TGFB1,Control_2_I_4,26.11175,Control,2,I,4
288,VEGFA,Control_2_I_4,28.58754,Control,2,I,4
290,ACTA2,Control_12_I_4,26.19824,Control,12,I,4
291,ATP6AP1,Control_12_I_4,25.4598,Control,12,I,4
292,BGN,Control_12_I_4,26.51937,Control,12,I,4
293,IL6,Control_12_I_4,27.85571,Control,12,I,4
294,ITGA2,Control_12_I_4,27.9105,Control,12,I,4
295,JUNB,Control_12_I_4,27.95481,Control,12,I,4
296,LOXL1,Control_12_I_4,23.79723,Control,12,I,4
297,TGFBR2,Control_12_I_4,24.34387,Control,12,I,4
298,COL5A1,Control_12_I_4,27.53284,Control,12,I,4
299,DCN,Control_12_I_4,20.54917,Control,12,I,4
301,ETS1,Control_12_I_4,27.85427,Control,12,I,4
302,CDKN2A,Control_12_I_4,26.68639,Control,12,I,4
303,PSMD14,Control_12_I_4,26.6408,Control,12,I,4
304,RARA,Control_12_I_4,28.44201,Control,12,I,4
305,RHOB,Control_12_I_4,26.13495,Control,12,I,4
306,TIMP3,Control_12_I_4,22.75373,Control,12,I,4
307,PPP3CA,Control_12_I_4,26.08832,Control,12,I,4
308,CDKN2B,Control_12_I_4,29.10149,Control,12,I,4
309,COL1A2,Control_12_I_4,20.80918,Control,12,I,4
310,COL4A1,Control_12_I_4,28.07376,Control,12,I,4
311,MMP1,Control_12_I_4,22.37778,Control,12,I,4
312,MMP14,Control_12_I_4,22.59323,Control,12,I,4
313,NOX4,Control_12_I_4,28.69346,Control,12,I,4
314,PMEPA1,Control_12_I_4,30.40115,Control,12,I,4
315,TIMP1,Control_12_I_4,19.69699,Control,12,I,4
316,FGF2,Control_12_I_4,27.33424,Control,12,I,4
318,GUSB,Control_12_I_4,27.06111,Control,12,I,4
319,ID1,Control_12_I_4,28.94893,Control,12,I,4
320,SKI,Control_12_I_4,24.91184,Control,12,I,4
321,SMAD3,Control_12_I_4,25.4932,Control,12,I,4
322,SPARC,Control_12_I_4,23.31509,Control,12,I,4
323,TGFBR1,Control_12_I_4,25.94732,Control,12,I,4
324,VIM,Control_12_I_4,18.17379,Control,12,I,4
325,TP53BP1,Control_12_I_4,26.20826,Control,12,I,4
326,ADAMTS1,Control_12_I_4,26.54695,Control,12,I,4
327,B2M,Control_12_I_4,20.75941,Control,12,I,4
328,BHLHE40,Control_12_I_4,29.16549,Control,12,I,4
329,ITGA1,Control_12_I_4,29.08059,Control,12,I,4
330,JUN,Control_12_I_4,25.84219,Control,12,I,4
331,LARP6,Control_12_I_4,25.28639,Control,12,I,4
332,LOXL2,Control_12_I_4,27.0382,Control,12,I,4
333,THBS1,Control_12_I_4,24.86746,Control,12,I,4
334,CTGF,Control_12_I_4,29.20974,Control,12,I,4
335,EGR2,Control_12_I_4,NA,Control,12,I,4
336,ENG,Control_12_I_4,25.51838,Control,12,I,4
337,FBLN1,Control_12_I_4,20.11906,Control,12,I,4
338,PPIA,Control_12_I_4,22.99456,Control,12,I,4
339,PTEN,Control_12_I_4,25.98426,Control,12,I,4
340,RARG,Control_12_I_4,25.53045,Control,12,I,4
341,SERPINE1,Control_12_I_4,24.80389,Control,12,I,4
342,VCAN,Control_12_I_4,25.16631,Control,12,I,4
343,CAV1,Control_12_I_4,21.61151,Control,12,I,4
345,COL1A1,Control_12_I_4,22.16845,Control,12,I,4
347,LTBP2,Control_12_I_4,23.01898,Control,12,I,4
348,MMP13,Control_12_I_4,29.5422,Control,12,I,4
349,MMP2,Control_12_I_4,20.71643,Control,12,I,4
350,PDGFA,Control_12_I_4,31.76285,Control,12,I,4
351,THBS2,Control_12_I_4,23.57297,Control,12,I,4
352,FBN1,Control_12_I_4,22.2942,Control,12,I,4
353,FN1,Control_12_I_4,17.52343,Control,12,I,4
354,GADD45B,Control_12_I_4,29.13701,Control,12,I,4
355,HAS2,Control_12_I_4,27.8,Control,12,I,4
356,SERPINE2,Control_12_I_4,24.23845,Control,12,I,4
357,SKIL,Control_12_I_4,27.68001,Control,12,I,4
358,SMAD7,Control_12_I_4,31.90892,Control,12,I,4
359,TGFB1,Control_12_I_4,25.90401,Control,12,I,4
360,VEGFA,Control_12_I_4,28.01688,Control,12,I,4
362,ACTA2,Baseline_0_I_4,26.55785,Baseline,0,I,4
363,ATP6AP1,Baseline_0_I_4,26.29436,Baseline,0,I,4
364,BGN,Baseline_0_I_4,26.92152,Baseline,0,I,4
365,IL6,Baseline_0_I_4,NA,Baseline,0,I,4
366,ITGA2,Baseline_0_I_4,28.76446,Baseline,0,I,4
367,JUNB,Baseline_0_I_4,28.7808,Baseline,0,I,4
368,LOXL1,Baseline_0_I_4,24.90493,Baseline,0,I,4
369,TGFBR2,Baseline_0_I_4,25.04813,Baseline,0,I,4
370,COL5A1,Baseline_0_I_4,28.51268,Baseline,0,I,4
371,DCN,Baseline_0_I_4,21.83486,Baseline,0,I,4
372,ELN,Baseline_0_I_4,NA,Baseline,0,I,4
373,ETS1,Baseline_0_I_4,28.97544,Baseline,0,I,4
374,CDKN2A,Baseline_0_I_4,28.77589,Baseline,0,I,4
375,PSMD14,Baseline_0_I_4,29.21924,Baseline,0,I,4
376,RARA,Baseline_0_I_4,29.50176,Baseline,0,I,4
377,RHOB,Baseline_0_I_4,26.6018,Baseline,0,I,4
378,TIMP3,Baseline_0_I_4,23.41847,Baseline,0,I,4
379,PPP3CA,Baseline_0_I_4,26.73626,Baseline,0,I,4
380,CDKN2B,Baseline_0_I_4,31.0062,Baseline,0,I,4
381,COL1A2,Baseline_0_I_4,21.89594,Baseline,0,I,4
382,COL4A1,Baseline_0_I_4,28.50484,Baseline,0,I,4
383,MMP1,Baseline_0_I_4,23.40934,Baseline,0,I,4
384,MMP14,Baseline_0_I_4,23.12605,Baseline,0,I,4
385,NOX4,Baseline_0_I_4,31.79365,Baseline,0,I,4
386,PMEPA1,Baseline_0_I_4,31.20533,Baseline,0,I,4
387,TIMP1,Baseline_0_I_4,20.41818,Baseline,0,I,4
388,FGF2,Baseline_0_I_4,28.48647,Baseline,0,I,4
390,GUSB,Baseline_0_I_4,28.57778,Baseline,0,I,4
391,ID1,Baseline_0_I_4,29.40104,Baseline,0,I,4
392,SKI,Baseline_0_I_4,26.34145,Baseline,0,I,4
393,SMAD3,Baseline_0_I_4,26.5277,Baseline,0,I,4
394,SPARC,Baseline_0_I_4,23.63839,Baseline,0,I,4
395,TGFBR1,Baseline_0_I_4,28.00132,Baseline,0,I,4
396,VIM,Baseline_0_I_4,18.91185,Baseline,0,I,4
397,TP53BP1,Baseline_0_I_4,26.85083,Baseline,0,I,4
398,ADAMTS1,Baseline_0_I_4,27.3087,Baseline,0,I,4
399,B2M,Baseline_0_I_4,22.33798,Baseline,0,I,4
400,BHLHE40,Baseline_0_I_4,29.53736,Baseline,0,I,4
401,ITGA1,Baseline_0_I_4,30.28168,Baseline,0,I,4
402,JUN,Baseline_0_I_4,27.46291,Baseline,0,I,4
403,LARP6,Baseline_0_I_4,26.3519,Baseline,0,I,4
404,LOXL2,Baseline_0_I_4,28.10365,Baseline,0,I,4
405,THBS1,Baseline_0_I_4,25.29374,Baseline,0,I,4
406,CTGF,Baseline_0_I_4,29.99275,Baseline,0,I,4
407,EGR2,Baseline_0_I_4,NA,Baseline,0,I,4
408,ENG,Baseline_0_I_4,26.05821,Baseline,0,I,4
409,FBLN1,Baseline_0_I_4,20.84849,Baseline,0,I,4
410,PPIA,Baseline_0_I_4,23.77475,Baseline,0,I,4
411,PTEN,Baseline_0_I_4,27.7269,Baseline,0,I,4
412,RARG,Baseline_0_I_4,26.02282,Baseline,0,I,4
413,SERPINE1,Baseline_0_I_4,25.17871,Baseline,0,I,4
414,VCAN,Baseline_0_I_4,25.52145,Baseline,0,I,4
415,CAV1,Baseline_0_I_4,22.5515,Baseline,0,I,4
417,COL1A1,Baseline_0_I_4,23.06664,Baseline,0,I,4
419,LTBP2,Baseline_0_I_4,23.92029,Baseline,0,I,4
420,MMP13,Baseline_0_I_4,30.78606,Baseline,0,I,4
421,MMP2,Baseline_0_I_4,21.75575,Baseline,0,I,4
422,PDGFA,Baseline_0_I_4,33.13858,Baseline,0,I,4
423,THBS2,Baseline_0_I_4,24.86429,Baseline,0,I,4
424,FBN1,Baseline_0_I_4,23.20374,Baseline,0,I,4
425,FN1,Baseline_0_I_4,18.22201,Baseline,0,I,4
426,GADD45B,Baseline_0_I_4,29.1104,Baseline,0,I,4
427,HAS2,Baseline_0_I_4,29.38198,Baseline,0,I,4
428,SERPINE2,Baseline_0_I_4,24.28587,Baseline,0,I,4
429,SKIL,Baseline_0_I_4,28.91613,Baseline,0,I,4
430,SMAD7,Baseline_0_I_4,31.2495,Baseline,0,I,4
431,TGFB1,Baseline_0_I_4,26.96686,Baseline,0,I,4
432,VEGFA,Baseline_0_I_4,28.66713,Baseline,0,I,4
434,ACTA2,TGFb_24_F_4,23.42638,TGFb,24,F,4
435,ATP6AP1,TGFb_24_F_4,25.57424,TGFb,24,F,4
436,BGN,TGFb_24_F_4,22.86274,TGFb,24,F,4
437,IL6,TGFb_24_F_4,28.2225,TGFb,24,F,4
438,ITGA2,TGFb_24_F_4,26.79886,TGFb,24,F,4
439,JUNB,TGFb_24_F_4,24.77321,TGFb,24,F,4
440,LOXL1,TGFb_24_F_4,22.16255,TGFb,24,F,4
441,TGFBR2,TGFb_24_F_4,24.13399,TGFb,24,F,4
442,COL5A1,TGFb_24_F_4,24.79131,TGFb,24,F,4
443,DCN,TGFb_24_F_4,21.86457,TGFb,24,F,4
444,ELN,TGFb_24_F_4,23.91032,TGFb,24,F,4
445,ETS1,TGFb_24_F_4,27.6648,TGFb,24,F,4
446,CDKN2A,TGFb_24_F_4,27.24604,TGFb,24,F,4
447,PSMD14,TGFb_24_F_4,26.48399,TGFb,24,F,4
448,RARA,TGFb_24_F_4,27.00112,TGFb,24,F,4
449,RHOB,TGFb_24_F_4,23.4081,TGFb,24,F,4
450,TIMP3,TGFb_24_F_4,22.14897,TGFb,24,F,4
451,PPP3CA,TGFb_24_F_4,25.15243,TGFb,24,F,4
452,CDKN2B,TGFb_24_F_4,25.89837,TGFb,24,F,4
453,COL1A2,TGFb_24_F_4,19.43884,TGFb,24,F,4
454,COL4A1,TGFb_24_F_4,23.88378,TGFb,24,F,4
455,MMP1,TGFb_24_F_4,27.591,TGFb,24,F,4
456,MMP14,TGFb_24_F_4,23.87589,TGFb,24,F,4
457,NOX4,TGFb_24_F_4,24.29411,TGFb,24,F,4
458,PMEPA1,TGFb_24_F_4,24.24511,TGFb,24,F,4
459,TIMP1,TGFb_24_F_4,19.22821,TGFb,24,F,4
460,FGF2,TGFb_24_F_4,25.11229,TGFb,24,F,4
462,GUSB,TGFb_24_F_4,27.22136,TGFb,24,F,4
463,ID1,TGFb_24_F_4,24.52854,TGFb,24,F,4
464,SKI,TGFb_24_F_4,24.4162,TGFb,24,F,4
465,SMAD3,TGFb_24_F_4,26.27195,TGFb,24,F,4
466,SPARC,TGFb_24_F_4,20.25543,TGFb,24,F,4
467,TGFBR1,TGFb_24_F_4,25.13361,TGFb,24,F,4
468,VIM,TGFb_24_F_4,19.13264,TGFb,24,F,4
469,TP53BP1,TGFb_24_F_4,25.93057,TGFb,24,F,4
470,ADAMTS1,TGFb_24_F_4,25.67056,TGFb,24,F,4
471,B2M,TGFb_24_F_4,21.14096,TGFb,24,F,4
472,BHLHE40,TGFb_24_F_4,27.55798,TGFb,24,F,4
473,ITGA1,TGFb_24_F_4,25.74822,TGFb,24,F,4
474,JUN,TGFb_24_F_4,25.1417,TGFb,24,F,4
475,LARP6,TGFb_24_F_4,25.51546,TGFb,24,F,4
476,LOXL2,TGFb_24_F_4,26.32228,TGFb,24,F,4
477,THBS1,TGFb_24_F_4,21.01725,TGFb,24,F,4
478,CTGF,TGFb_24_F_4,20.93925,TGFb,24,F,4
479,EGR2,TGFb_24_F_4,28.14977,TGFb,24,F,4
480,ENG,TGFb_24_F_4,24.59301,TGFb,24,F,4
481,FBLN1,TGFb_24_F_4,19.45002,TGFb,24,F,4
482,PPIA,TGFb_24_F_4,23.51796,TGFb,24,F,4
483,PTEN,TGFb_24_F_4,24.74582,TGFb,24,F,4
484,RARG,TGFb_24_F_4,26.93828,TGFb,24,F,4
485,SERPINE1,TGFb_24_F_4,20.57136,TGFb,24,F,4
486,VCAN,TGFb_24_F_4,23.59842,TGFb,24,F,4
487,CAV1,TGFb_24_F_4,22.43412,TGFb,24,F,4
489,COL1A1,TGFb_24_F_4,19.28418,TGFb,24,F,4
491,LTBP2,TGFb_24_F_4,21.56682,TGFb,24,F,4
492,MMP13,TGFb_24_F_4,28.86287,TGFb,24,F,4
493,MMP2,TGFb_24_F_4,21.24109,TGFb,24,F,4
494,PDGFA,TGFb_24_F_4,28.1858,TGFb,24,F,4
495,THBS2,TGFb_24_F_4,23.23633,TGFb,24,F,4
496,FBN1,TGFb_24_F_4,22.54106,TGFb,24,F,4
497,FN1,TGFb_24_F_4,18.1944,TGFb,24,F,4
498,GADD45B,TGFb_24_F_4,24.64921,TGFb,24,F,4
499,HAS2,TGFb_24_F_4,27.20908,TGFb,24,F,4
500,SERPINE2,TGFb_24_F_4,19.28245,TGFb,24,F,4
501,SKIL,TGFb_24_F_4,25.20273,TGFb,24,F,4
502,SMAD7,TGFb_24_F_4,26.21652,TGFb,24,F,4
503,TGFB1,TGFb_24_F_4,24.67342,TGFb,24,F,4
504,VEGFA,TGFb_24_F_4,27.12962,TGFb,24,F,4
506,ACTA2,TGFb_12_I_4,26.84105,TGFb,12,I,4
507,ATP6AP1,TGFb_12_I_4,25.93097,TGFb,12,I,4
508,BGN,TGFb_12_I_4,26.09808,TGFb,12,I,4
509,IL6,TGFb_12_I_4,28.61837,TGFb,12,I,4
510,ITGA2,TGFb_12_I_4,28.45696,TGFb,12,I,4
511,JUNB,TGFb_12_I_4,26.20695,TGFb,12,I,4
512,LOXL1,TGFb_12_I_4,24.01429,TGFb,12,I,4
513,TGFBR2,TGFb_12_I_4,24.14234,TGFb,12,I,4
514,COL5A1,TGFb_12_I_4,26.9334,TGFb,12,I,4
515,DCN,TGFb_12_I_4,20.72583,TGFb,12,I,4
516,ELN,TGFb_12_I_4,25.29256,TGFb,12,I,4
517,ETS1,TGFb_12_I_4,27.72227,TGFb,12,I,4
518,CDKN2A,TGFb_12_I_4,26.81051,TGFb,12,I,4
519,PSMD14,TGFb_12_I_4,26.91439,TGFb,12,I,4
520,RARA,TGFb_12_I_4,27.36075,TGFb,12,I,4
521,RHOB,TGFb_12_I_4,25.11918,TGFb,12,I,4
522,TIMP3,TGFb_12_I_4,22.30461,TGFb,12,I,4
523,PPP3CA,TGFb_12_I_4,25.42642,TGFb,12,I,4
524,CDKN2B,TGFb_12_I_4,26.49059,TGFb,12,I,4
525,COL1A2,TGFb_12_I_4,20.04757,TGFb,12,I,4
526,COL4A1,TGFb_12_I_4,26.2844,TGFb,12,I,4
527,MMP1,TGFb_12_I_4,22.53675,TGFb,12,I,4
528,MMP14,TGFb_12_I_4,22.77597,TGFb,12,I,4
529,NOX4,TGFb_12_I_4,25.06613,TGFb,12,I,4
530,PMEPA1,TGFb_12_I_4,24.96519,TGFb,12,I,4
531,TIMP1,TGFb_12_I_4,19.72343,TGFb,12,I,4
532,FGF2,TGFb_12_I_4,25.90724,TGFb,12,I,4
534,GUSB,TGFb_12_I_4,27.4644,TGFb,12,I,4
535,ID1,TGFb_12_I_4,25.8137,TGFb,12,I,4
536,SKI,TGFb_12_I_4,24.15165,TGFb,12,I,4
537,SMAD3,TGFb_12_I_4,26.99962,TGFb,12,I,4
538,SPARC,TGFb_12_I_4,21.5571,TGFb,12,I,4
539,TGFBR1,TGFb_12_I_4,25.66991,TGFb,12,I,4
540,VIM,TGFb_12_I_4,18.27785,TGFb,12,I,4
541,TP53BP1,TGFb_12_I_4,26.34942,TGFb,12,I,4
542,ADAMTS1,TGFb_12_I_4,25.13462,TGFb,12,I,4
543,B2M,TGFb_12_I_4,20.93274,TGFb,12,I,4
544,BHLHE40,TGFb_12_I_4,27.57415,TGFb,12,I,4
545,ITGA1,TGFb_12_I_4,26.61503,TGFb,12,I,4
546,JUN,TGFb_12_I_4,27.10971,TGFb,12,I,4
547,LARP6,TGFb_12_I_4,26.25573,TGFb,12,I,4
548,LOXL2,TGFb_12_I_4,27.15857,TGFb,12,I,4
549,THBS1,TGFb_12_I_4,23.22548,TGFb,12,I,4
550,CTGF,TGFb_12_I_4,22.1719,TGFb,12,I,4
551,EGR2,TGFb_12_I_4,NA,TGFb,12,I,4
552,ENG,TGFb_12_I_4,25.31119,TGFb,12,I,4
553,FBLN1,TGFb_12_I_4,20.2445,TGFb,12,I,4
554,PPIA,TGFb_12_I_4,23.16905,TGFb,12,I,4
555,PTEN,TGFb_12_I_4,26.46351,TGFb,12,I,4
556,RARG,TGFb_12_I_4,26.62592,TGFb,12,I,4
557,SERPINE1,TGFb_12_I_4,22.49345,TGFb,12,I,4
558,VCAN,TGFb_12_I_4,23.67009,TGFb,12,I,4
559,CAV1,TGFb_12_I_4,22.1569,TGFb,12,I,4
561,COL1A1,TGFb_12_I_4,20.5641,TGFb,12,I,4
563,LTBP2,TGFb_12_I_4,21.5025,TGFb,12,I,4
564,MMP13,TGFb_12_I_4,30.52216,TGFb,12,I,4
565,MMP2,TGFb_12_I_4,20.85206,TGFb,12,I,4
566,PDGFA,TGFb_12_I_4,30.52878,TGFb,12,I,4
567,THBS2,TGFb_12_I_4,23.96108,TGFb,12,I,4
568,FBN1,TGFb_12_I_4,21.84482,TGFb,12,I,4
569,FN1,TGFb_12_I_4,17.58945,TGFb,12,I,4
570,GADD45B,TGFb_12_I_4,25.15656,TGFb,12,I,4
571,HAS2,TGFb_12_I_4,29.64757,TGFb,12,I,4
572,SERPINE2,TGFb_12_I_4,20.96319,TGFb,12,I,4
573,SKIL,TGFb_12_I_4,25.3831,TGFb,12,I,4
574,SMAD7,TGFb_12_I_4,27.18051,TGFb,12,I,4
575,TGFB1,TGFb_12_I_4,25.67313,TGFb,12,I,4
576,VEGFA,TGFb_12_I_4,28.53906,TGFb,12,I,4
578,ACTA2,TGFb_96_I_4,23.86514,TGFb,96,I,4
579,ATP6AP1,TGFb_96_I_4,25.47379,TGFb,96,I,4
580,BGN,TGFb_96_I_4,22.95234,TGFb,96,I,4
581,IL6,TGFb_96_I_4,28.15373,TGFb,96,I,4
582,ITGA2,TGFb_96_I_4,28.47318,TGFb,96,I,4
583,JUNB,TGFb_96_I_4,25.60683,TGFb,96,I,4
584,LOXL1,TGFb_96_I_4,23.68165,TGFb,96,I,4
585,TGFBR2,TGFb_96_I_4,24.27211,TGFb,96,I,4
586,COL5A1,TGFb_96_I_4,25.96352,TGFb,96,I,4
587,DCN,TGFb_96_I_4,20.58579,TGFb,96,I,4
588,ELN,TGFb_96_I_4,21.8202,TGFb,96,I,4
589,ETS1,TGFb_96_I_4,27.54729,TGFb,96,I,4
590,CDKN2A,TGFb_96_I_4,27.19135,TGFb,96,I,4
591,PSMD14,TGFb_96_I_4,26.80912,TGFb,96,I,4
592,RARA,TGFb_96_I_4,26.8804,TGFb,96,I,4
593,RHOB,TGFb_96_I_4,25.03671,TGFb,96,I,4
594,TIMP3,TGFb_96_I_4,23.36198,TGFb,96,I,4
595,PPP3CA,TGFb_96_I_4,24.76879,TGFb,96,I,4
596,CDKN2B,TGFb_96_I_4,26.41692,TGFb,96,I,4
597,COL1A2,TGFb_96_I_4,19.1785,TGFb,96,I,4
598,COL4A1,TGFb_96_I_4,25.5155,TGFb,96,I,4
599,MMP1,TGFb_96_I_4,25.85569,TGFb,96,I,4
600,MMP14,TGFb_96_I_4,22.12148,TGFb,96,I,4
601,NOX4,TGFb_96_I_4,25.13542,TGFb,96,I,4
602,PMEPA1,TGFb_96_I_4,24.98121,TGFb,96,I,4
603,TIMP1,TGFb_96_I_4,21.71788,TGFb,96,I,4
604,FGF2,TGFb_96_I_4,26.28518,TGFb,96,I,4
606,GUSB,TGFb_96_I_4,27.27459,TGFb,96,I,4
607,ID1,TGFb_96_I_4,25.15405,TGFb,96,I,4
608,SKI,TGFb_96_I_4,24.25487,TGFb,96,I,4
